label,text
spam,irs alert state tax office medicare services little  unsecureed energy subsidy housing grant pandemic relief of  respond before little littleredirectnet
spam,little  package  requires customs clearance confirm via littleredirectcom
ham,hey now am free you can call me
spam,little   package  requires customs clearance track at littleredirectcom
spam,irs alert state tax office medicare services little  pending tax refund stimulus check child tax credit of  validate until little littleredirectnetidbffcddabcebfefa
ham,what is your record for one night
spam,gov department of treasury social security administration little approved tax refund stimulus check child tax credit of  secure your little lttlecom
ham,you arent coming home between class right i need to work out and shower
spam,urgent    payment from account  little littleredirectcomidfadcabdafabc
spam,gov department of treasury social security administration little approved energy subsidy housing grant pandemic relief of  respond before little url
ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
spam,little  package  requires customs clearance track at lttlenet
spam,win the newest ãã²harry potter and the order of the phoenix book  reply harry answer  questions  chance to be the first among readers
spam,little  package  requires customs clearance update information at url
ham,sorry  i will be able to get to you see you in the morning
spam,little   package  requires customs clearance track at url
ham,u meet other fren dun wan meet me ah muz b a guy rite
spam,little  package  requires customs clearance confirm via lttlecom
ham,just arrived see you in a couple days lt
ham,yeah thatd pretty much be the best case scenario
spam,gov department of treasury social security administration little  pending energy subsidy housing grant pandemic relief of  secure your little lttlenet
spam,little  package  requires address confirmation confirm via url
ham,i am sorry it hurt you
spam,irs alert state tax office medicare services little  pending tax refund stimulus check child tax credit of  secure your little url
ham,ok i go change also
spam,gov department of treasury social security administration little  pending energy subsidy housing grant pandemic relief of  secure your little littleredirectcomidbcecbeacf
spam,account notification   transfer from account  little lttlenet
ham,u can call me now
ham,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you
ham,i want to be inside you every night
spam,security alert   charge from account  little littleredirectcomidddbacadddeaf
spam,irs alert state tax office medicare services little  pending energy subsidy housing grant pandemic relief of  respond before little lttlecom
ham,goodnight da thangam i really miss u dear
spam,little  package  requires customs clearance confirm via littleredirectnet
ham,sweet heart how are you
spam,update_now  xmas offer latest motorola sonyericsson  nokia  free bluetooth double mins   txt on orange call mobileupd on phone or calloptoutfq
ham,no nothis is kallis home groundamla home town is durban
spam,gov department of treasury social security administration little  unsecureed tax refund stimulus check child tax credit of  respond before little littleredirectcom
ham,i thk  lor but dunno can get tickets a not wat u doing now
ham,yes just finished watching days of our lives i love it
spam,fraud warning  withdrawal from account  little littleorg
spam,security alert  payment from account  little littleredirectcom
spam,irs alert state tax office medicare services little  unaccessed energy subsidy housing grant pandemic relief of  validate until little littleinfo
spam,security alert   charge from account  little lttlenet
ham,tadaaaaa i am home babe are you still up
