type,text
spam,fraud  warning - $734 payment from account ****7608. little little-redirect.net?id=fc5edcf3-cc36-49ad-9328-64be2fd9ca86
ham,kaiez... enjoy ur tuition... gee... thk e second option sounds beta... i'll go yan jiu den msg u...
spam,little  => package ##628610 requires address confirmation. track at l1ttle.com
ham,nothing but we jus tot u would ask cos u ba gua... but we went mt faber yest... yest jus went out already mah so today not going out... jus call lor...
ham,"edison has rightly said, \a fool can ask more questions than a wise man can answer\"" now you know why all of us are speechless during viva.. gm"
spam,urgent - $$870 charge from account ****$7527. little l$1ttle.com
ham,oic... then better quickly go bathe n settle down...
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $435. claim by little: little[.]com"
spam,security alert - $$788 charge from account ****$6554. little [URL]
ham,"dude. what's up. how teresa. hope you have been okay. when i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . just thot you'ld like to know. do have a fantastic year and all the best with your reading. plus if you can really really bam first aid for usmle, then your work is done."
ham,"nimbomsons. yep phone knows that one. obviously, cos thats a real word"
ham,please tell me not all of my car keys are in your purse
spam,you have an important customer service announcement from premier.
spam,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call [PHONE] identifier code: 48922 expires 21/11/04
ham,hi princess! thank you for the pics. you are very pretty. how are you?
ham,"sorry vikky, i'm watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,pick you up bout 7.30ish? what time are  and that going?
ham,"mah b, i'll pick it up tomorrow"
ham,yeah we do totes. when u wanna?
ham,u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,leave it. u will always be ignorant.
spam,little => package ##231398 requires payment verification. track at little-redirect.net
ham,have you started in skye
ham,ok anyway no need to change with what you said
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('energy subsidy', 'housing grant', 'pandemic relief') of $$453. respond before little: little-redirect.com"
ham,i love you both too :-)
spam,little! package ##$180933 requires payment verification. update information at [URL]
ham,aft i finish my lunch then i go str down lor. ard 3 smth lor. u finish ur lunch already?
spam,"for ur chance to win a å£250 cash every wk txt: action to 80608. t's&c's www.movietrivia.tv custcare [PHONE], 1x150p/wk."
spam,security alert => $$401 withdrawal from account ****$6845. little l$1ttle.net
spam,fraud warning - $911 transfer from account ****8474. little little-redirect.com?id=13f12c7a-4dbf-42d3-8253-08dc791d12b7
ham,"awesome, text me when you're restocked"
spam,little - package ##729558 requires payment verification. update information at little-redirect.net?id=e9f58217-1008-482e-91a3-299606f9ddb5
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little - overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$693. secure your little: l$1ttle.net"
ham,"lol you forgot it eh ? yes, i'll bring it in babe"
spam,urgent!  $$165 withdrawal from account ****$2431. little [URL]
spam,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call [PHONE] identifier code: 41685 expires 07/11/04
ham,yup i'm free...
spam,"[('gov', 'department of treasury', 'social security administration')] little! uncollected ('energy subsidy', 'housing grant', 'pandemic relief') of $$676. secure your little: little-redirect.net"
ham,mm not entirely sure i understood that text but hey. ho. which weekend?
ham,not able to do anything.
spam,security  alert! $$914 withdrawal from account ****$1413. little little[.]info
ham,havent planning to buy later. i check already lido only got 530 show in e afternoon. u finish work already?
ham,and whenever you and i see we can still hook up too.
ham,how? izzit still raining?
ham,boo what time u get out? u were supposed to take me shopping today. :(
ham,she's good. how are you. where r u working now
ham,how are you babes. hope your doing ok. i had a shit nights sleep. i fell asleep at 5.iåõm knackered and iåõm dreading work tonight. what are thou upto tonight. x
spam,little!  package ##275049 requires customs clearance. track at l1ttle.com
ham,"sorry, it's a lot of friend-of-a-friend stuff, i'm just now about to talk to the actual guy who wants to buy"
ham,call him and say you not coming today ok and tell them not to fool me like this ok
spam,urgent! $889 charge from account ****5365. little l1ttle.com
ham,its a site to simulate the test. it just gives you very tough questions to test your readiness.
ham,"* was really good to see you the other day dudette, been missing you!"
ham,or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.
spam,"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> [URL] xxxmobilemovieclub.com?n=qjkgighjjgcbl"
ham,ah you see. you have to be in the lingo. i will let you know wot on earth it is when has finished making it!
ham,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.
spam,"[('[irs  alert]', '[state tax office]', 'medicare services')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $$436. secure your little: l$1ttle.net"
spam,"[('gov', 'department of treasury', 'social security administration')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $292. validate until little: little-redirect.net"
ham,mmm so yummy babe ... nice jolt to the suzy
spam,ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.
spam,account notification => $367 transfer from account ****1440. little l1ttle.com
ham,i can't describe how lucky you are that i'm actually awake by noon
ham,sen told that he is going to join his uncle finance in cbe
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => overdue ('tax refund', 'stimulus check', 'child tax credit') of $$589. claim by little: little-redirect.com?id=b$89ffc$4a-d$494-$4811-afdd-$0265494baf$31"
ham,idk. i'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. nobody wants me and now i feel like i'm failing you.
spam,you have 1 new voicemail. please call [PHONE].
spam,little => package ##$857976 requires address confirmation. track at l$1ttle.com
spam,"[('gov', 'department of treasury', 'social security administration')] little! overdue ('tax refund', 'stimulus check', 'child tax credit') of $$794. validate until little: little[.]net"
spam,little - package ##$662484 requires payment verification. confirm via little-redirect.net?id=cf$622a$3e-aac$9-$408a-a$774-$84255e$4eea$48
spam,"[('gov', 'department of treasury', 'social security administration')] little => overdue ('energy subsidy', 'housing grant', 'pandemic relief') of $699. respond before little: little-redirect.com"
spam,"u can win å£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek, age16.150ppermesssubscription"
spam,ur awarded a city break and could win a å£200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs[PHONE]winawk!age16 å£1.50perwksub
spam,fraud warning - $$279 charge from account ****$9656. little l$1ttle.net
spam,little! package ##$318096 requires customs clearance. update information at l$1ttle.com
spam,"[('gov', 'department of treasury', 'social security administration')] little => pending ('tax refund', 'stimulus check', 'child tax credit') of $364. claim by little: l1ttle.net"
ham,uhhhhrmm isnt having tb test bad when youre sick
ham,if we win its really no 1 side for long time.
ham,what you need. you have a person to give na.
ham,dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks
spam,"[('[irs alert]', '[state tax office]', 'medicare services')] little => approved ('tax refund', 'stimulus check', 'child tax credit') of $$275. validate until little: l$1ttle.net"
ham,"looks like you found something to do other than smoke, great job!"
ham,your dad is back in ph?
ham,i told her i had a dr appt next week. she thinks i'm gonna die. i told her its just a check. nothing to be worried about. but she didn't listen.
spam,little - package ##$714415 requires customs clearance. update information at little-redirect.com
spam,"[('gov', 'department of treasury', 'social security administration')] little - pending ('tax refund', 'stimulus check', 'child tax credit') of $$679. claim by little: [URL]"
spam,fraud warning! $$144 transfer from account ****$5390. little [URL]
ham,hey what how about your project. started aha da.
spam,security alert => $957 charge from account ****9161. little l1ttle.net
spam,account notification - $$385 payment from account ****$2995. little [URL]
spam,little!  package ##693987 requires payment verification. confirm via l1ttle.com
ham,glad to see your reply.
spam,little => package ##$527357 requires customs clearance. track at little-redirect.com
ham,sary just need tim in the bollox &it hurt him a lot so he tol me!
ham,no prob. i will send to your email.
spam,security alert! $$227 payment from account ****$4372. little little-redirect.com
ham,dai  &lt;#&gt;  naal eruku.
ham,"awesome, i'll see you in a bit"
spam,call [PHONE] & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp [PHONE]+
spam,winner! as a valued network customer you hvae been selected to receive a å£900 reward! to collect call [PHONE]. valid 24 hours only. acl03530150pm
ham,"aight, i'll ask a few of my roommates"
